 0      0        0.0000000000       -2.3561944902
 0      1        0.0000000000       -2.4980915448
 0      2        0.0000000000       -2.6779450446
 0      3        0.0000000000       -2.8966139905
 0      4        0.0000000000        3.1415926536
 0      5        0.0000000000        2.8966139905
 0      6        0.0000000000        2.6779450446
 0      7        0.0000000000        2.4980915448
 0      8        0.0000000000       -2.3561944902
 0      9        0.0000000000       -2.4980915448
 0     10        0.0000000000       -2.6779450446
 0     11        0.0000000000       -2.8966139905
 0     12        0.0000000000        3.1415926536
 0     13        0.0000000000        2.8966139905
 0     14        0.0000000000        2.6779450446
 0     15        0.0000000000        2.4980915448
 0     16        0.0000000000       -2.3561944902
 0     17        0.0000000000       -2.4980915448
 0     18        0.0000000000       -2.6779450446
 0     19        0.0000000000       -2.8966139905
 0     20        0.0000000000        3.1415926536
 0     21        0.0000000000        2.8966139905
 0     22        0.0000000000        2.6779450446
 0     23        0.0000000000        2.4980915448
 0     24        0.0000000000       -2.3561944902
 0     25        0.0000000000       -2.4980915448
 0     26        0.0000000000       -2.6779450446
 0     27        0.0000000000       -2.8966139905
 0     28        0.0000000000        3.1415926536
 0     29        0.0000000000        2.8966139905
 0     30        0.0000000000        2.6779450446
 0     31        0.0000000000        2.4980915448
 0     32        0.0000000000       -2.3561944902

 1      0        0.0000000000       -2.2142974356
 1      1        0.0000000000       -2.3561944902
 1      2        0.3097993038       -2.5535900500
 1      3        0.6579455871       -2.8198420992
 1      4        0.7853981634        3.1415926536
 1      5        0.6579455871        2.8198420992
 1      6        0.3097993038        2.5535900500
 1      7        0.0000000000        2.3561944902
 1      8        0.0000000000       -2.2142974356
 1      9        0.0000000000       -2.3561944902
 1     10        0.3097993038       -2.5535900500
 1     11        0.6579455871       -2.8198420992
 1     12        0.7853981634        3.1415926536
 1     13        0.6579455871        2.8198420992
 1     14        0.3097993038        2.5535900500
 1     15        0.0000000000        2.3561944902
 1     16        0.0000000000       -2.2142974356
 1     17        0.0000000000       -2.3561944902
 1     18        0.3097993038       -2.5535900500
 1     19        0.6579455871       -2.8198420992
 1     20        0.7853981634        3.1415926536
 1     21        0.6579455871        2.8198420992
 1     22        0.3097993038        2.5535900500
 1     23        0.0000000000        2.3561944902
 1     24        0.0000000000       -2.2142974356
 1     25        0.0000000000       -2.3561944902
 1     26        0.3097993038       -2.5535900500
 1     27        0.6579455871       -2.8198420992
 1     28        0.7853981634        3.1415926536
 1     29        0.6579455871        2.8198420992
 1     30        0.3097993038        2.5535900500
 1     31        0.0000000000        2.3561944902
 1     32        0.0000000000       -2.2142974356

 2      0        0.0000000000       -2.0344439358
 2      1        0.3097993038       -2.1587989303
 2      2        0.9201511845       -2.3561944902
 2      3        1.3853889708       -2.6779450446
 2      4        1.5707963268        3.1415926536
 2      5        1.3853889708        2.6779450446
 2      6        0.9201511845        2.3561944902
 2      7        0.3097993038        2.1587989303
 2      8        0.0000000000       -2.0344439358
 2      9        0.3097993038       -2.1587989303
 2     10        0.9201511845       -2.3561944902
 2     11        1.3853889708       -2.6779450446
 2     12        1.5707963268        3.1415926536
 2     13        1.3853889708        2.6779450446
 2     14        0.9201511845        2.3561944902
 2     15        0.3097993038        2.1587989303
 2     16        0.0000000000       -2.0344439358
 2     17        0.3097993038       -2.1587989303
 2     18        0.9201511845       -2.3561944902
 2     19        1.3853889708       -2.6779450446
 2     20        1.5707963268        3.1415926536
 2     21        1.3853889708        2.6779450446
 2     22        0.9201511845        2.3561944902
 2     23        0.3097993038        2.1587989303
 2     24        0.0000000000       -2.0344439358
 2     25        0.3097993038       -2.1587989303
 2     26        0.9201511845       -2.3561944902
 2     27        1.3853889708       -2.6779450446
 2     28        1.5707963268        3.1415926536
 2     29        1.3853889708        2.6779450446
 2     30        0.9201511845        2.3561944902
 2     31        0.3097993038        2.1587989303
 2     32        0.0000000000       -2.0344439358

 3      0        0.0000000000       -1.8157749899
 3      1        0.6579455871       -1.8925468812
 3      2        1.3853889708       -2.0344439358
 3      3        2.0308719190       -2.3561944902
 3      4        2.3561944901        3.1415926536
 3      5        2.0308719190        2.3561944902
 3      6        1.3853889708        2.0344439358
 3      7        0.6579455871        1.8925468812
 3      8        0.0000000000       -1.8157749899
 3      9        0.6579455871       -1.8925468812
 3     10        1.3853889708       -2.0344439358
 3     11        2.0308719190       -2.3561944902
 3     12        2.3561944901        3.1415926536
 3     13        2.0308719190        2.3561944902
 3     14        1.3853889708        2.0344439358
 3     15        0.6579455871        1.8925468812
 3     16        0.0000000000       -1.8157749899
 3     17        0.6579455871       -1.8925468812
 3     18        1.3853889708       -2.0344439358
 3     19        2.0308719190       -2.3561944902
 3     20        2.3561944901        3.1415926536
 3     21        2.0308719190        2.3561944902
 3     22        1.3853889708        2.0344439358
 3     23        0.6579455871        1.8925468812
 3     24        0.0000000000       -1.8157749899
 3     25        0.6579455871       -1.8925468812
 3     26        1.3853889708       -2.0344439358
 3     27        2.0308719190       -2.3561944902
 3     28        2.3561944901        3.1415926536
 3     29        2.0308719190        2.3561944902
 3     30        1.3853889708        2.0344439358
 3     31        0.6579455871        1.8925468812
 3     32        0.0000000000       -1.8157749899

 4      0        0.0000000000       -1.5707963268
 4      1        0.7853981634       -1.5707963268
 4      2        1.5707963268       -1.5707963268
 4      3        2.3561944901       -1.5707963268
 4      4        3.1415926535        0.0000000000
 4      5        2.3561944901        1.5707963268
 4      6        1.5707963268        1.5707963268
 4      7        0.7853981634        1.5707963268
 4      8        0.0000000000       -1.5707963268
 4      9        0.7853981634       -1.5707963268
 4     10        1.5707963268       -1.5707963268
 4     11        2.3561944901       -1.5707963268
 4     12        3.1415926535        0.0000000000
 4     13        2.3561944901        1.5707963268
 4     14        1.5707963268        1.5707963268
 4     15        0.7853981634        1.5707963268
 4     16        0.0000000000       -1.5707963268
 4     17        0.7853981634       -1.5707963268
 4     18        1.5707963268       -1.5707963268
 4     19        2.3561944901       -1.5707963268
 4     20        3.1415926535        0.0000000000
 4     21        2.3561944901        1.5707963268
 4     22        1.5707963268        1.5707963268
 4     23        0.7853981634        1.5707963268
 4     24        0.0000000000       -1.5707963268
 4     25        0.7853981634       -1.5707963268
 4     26        1.5707963268       -1.5707963268
 4     27        2.3561944901       -1.5707963268
 4     28        3.1415926535        0.0000000000
 4     29        2.3561944901        1.5707963268
 4     30        1.5707963268        1.5707963268
 4     31        0.7853981634        1.5707963268
 4     32        0.0000000000       -1.5707963268

 5      0        0.0000000000       -1.3258176637
 5      1        0.6579455871       -1.2490457724
 5      2        1.3853889708       -1.1071487178
 5      3        2.0308719190       -0.7853981634
 5      4        2.3561944901        0.0000000000
 5      5        2.0308719190        0.7853981634
 5      6        1.3853889708        1.1071487178
 5      7        0.6579455871        1.2490457724
 5      8        0.0000000000       -1.3258176637
 5      9        0.6579455871       -1.2490457724
 5     10        1.3853889708       -1.1071487178
 5     11        2.0308719190       -0.7853981634
 5     12        2.3561944901        0.0000000000
 5     13        2.0308719190        0.7853981634
 5     14        1.3853889708        1.1071487178
 5     15        0.6579455871        1.2490457724
 5     16        0.0000000000       -1.3258176637
 5     17        0.6579455871       -1.2490457724
 5     18        1.3853889708       -1.1071487178
 5     19        2.0308719190       -0.7853981634
 5     20        2.3561944901        0.0000000000
 5     21        2.0308719190        0.7853981634
 5     22        1.3853889708        1.1071487178
 5     23        0.6579455871        1.2490457724
 5     24        0.0000000000       -1.3258176637
 5     25        0.6579455871       -1.2490457724
 5     26        1.3853889708       -1.1071487178
 5     27        2.0308719190       -0.7853981634
 5     28        2.3561944901        0.0000000000
 5     29        2.0308719190        0.7853981634
 5     30        1.3853889708        1.1071487178
 5     31        0.6579455871        1.2490457724
 5     32        0.0000000000       -1.3258176637

 6      0        0.0000000000       -1.1071487178
 6      1        0.3097993038       -0.9827937232
 6      2        0.9201511845       -0.7853981634
 6      3        1.3853889708       -0.4636476090
 6      4        1.5707963268        0.0000000000
 6      5        1.3853889708        0.4636476090
 6      6        0.9201511845        0.7853981634
 6      7        0.3097993038        0.9827937232
 6      8        0.0000000000       -1.1071487178
 6      9        0.3097993038       -0.9827937232
 6     10        0.9201511845       -0.7853981634
 6     11        1.3853889708       -0.4636476090
 6     12        1.5707963268        0.0000000000
 6     13        1.3853889708        0.4636476090
 6     14        0.9201511845        0.7853981634
 6     15        0.3097993038        0.9827937232
