 0      0        0.0000000000       -2.3561944902
 0      1        0.0000000000       -2.6779450446
 0      2        0.0000000000        3.1415926536
 0      3        0.0000000000        2.6779450446
 0      4        0.0000000000       -2.3561944902

 1      0        0.0000000000       -2.0344439358
 1      1        0.9201511845       -2.3561944902
 1      2        1.5707963268        3.1415926536
 1      3        0.9201511845        2.3561944902
 1      4        0.0000000000       -2.0344439358

 2      0        0.0000000000       -1.5707963268
 2      1        1.5707963268       -1.5707963268
 2      2        3.1415926535        0.0000000000
 2      3        1.5707963268        1.5707963268
 2      4        0.0000000000       -1.5707963268

 3      0        0.0000000000       -1.1071487178
 3      1        0.9201511845       -0.7853981634
 3      2        1.5707963268        0.0000000000
 3      3        0.9201511845        0.7853981634
 3      4        0.0000000000       -1.1071487178

 4      0        0.0000000000       -2.3561944902
 4      1        0.0000000000       -2.6779450446
 4      2        0.0000000000        3.1415926536
 4      3        0.0000000000        2.6779450446
 4      4        0.0000000000       -2.3561944902
